Input Data,Action,Model Task,Model,Framework/Library,Github stars,Normalized Github stars,Citations,Normalized Citations,Open Source/Proprietary,License,Model Size(MB),Model Size Normalized(MB),Memory Requirement(training),Memory Requirement Numeric,Memory Requirement Normalized,Hardware Accelerators,Hardware Accelerators Normalized,Minimum Hardware Accelerators,Detailed Documentation,Institution,Institution Encoded,URL,Paper link,Detailed Documentation Encoded,Overall_Score,Performance_Score,Popularity_Score,Licensing_Score,Hardware_Score,Documentation_Score,Institution_Score
Text,"generate new text based on the input, such as creative writing, article generation, or dialogue.",Text Generation,deepseek-ai/DeepSeek-R1,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/deepseek-ai/DeepSeek-R1,Unknown,0,,,,0.5,,0.5,
Text,"generate new text based on the input, such as creative writing, article generation, or dialogue.",Text Generation,google/byt5-base,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/google/byt5-base,Unknown,0,,,,0.5,,0.5,
Text,"generate new text based on the input, such as creative writing, article generation, or dialogue.",Text Generation,google/flan-t5-xxl,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/google/flan-t5-xxl,Unknown,0,,,,0.5,,0.5,
Text,"generate new text based on the input, such as creative writing, article generation, or dialogue.",Text Generation,facebook/m2m100_418M,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/facebook/m2m100_418M,Unknown,0,,,,0.5,,0.5,
Text,,Sentence Similarity,sentence-transformers/all-MiniLM-L6-v2,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2,Unknown,0,,,,0.5,,0.5,
Text,,Sentence Similarity,sentence-transformers/all-mpnet-base-v2,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/sentence-transformers/all-mpnet-base-v2,Unknown,0,,,,0.5,,0.5,
Text,,Sentence Similarity,BAAI/bge-m3,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/BAAI/bge-m3,Unknown,0,,,,0.5,,0.5,
Text,translate the input text into another target language.,Machine translation,Attention is all you need,Tensorflow,73.8,1.0,43574.0,0.4336584394904458,Open Source,Apache-2.0 license,594,0.5678776290630975,16-32 GB,24.0,0.4666666666666667,GPU/TPU,1.0,1.0,Yes,Google,1.0,tensorflow/tensor2tensor: Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research. (github.com),[1706.03762] Attention Is All You Need (arxiv.org),1,0.674511030799771,0.4827278521351179,0.7734633757961783,1.0,0.5,0.5,1.0
Text,translate the input text into another target language.,Machine translation,Tensor2tensor,Tensorflow,12.4,0.1680216802168021,43574.0,0.4336584394904458,Open Source,Apache-2.0 license,16.881,0.0161386233269598,16-32 GB,24.0,0.4666666666666667,GPU/TPU,1.0,1.0,Yes,Tensorflow,1.0,tensorflow/tensor2tensor: Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research. (github.com),[1706.03762] Attention Is All You Need (arxiv.org),1,0.6574344832862079,0.7585973550031868,0.2742763839262596,1.0,0.5,0.5,1.0
Text,translate the input text into another target language.,Machine translation,PyTorch-Seq2Seq,PyTorch,1.4,0.018970189701897,2886.0,0.0287221337579617,Open Source,Apache-2.0 license,8.362,0.0079942638623326,8-16 GB,12.0,0.2,GPU,0.67,1.0,Yes,IBM,1.0,IBM/pytorch-seq2seq: An open source framework for seq2seq models in PyTorch. (github.com),https://arxiv.org/abs/1705.03122,1,0.6236250538855147,0.8960028680688337,0.0228709673243228,1.0,0.335,0.5,1.0
Text,translate the input text into another target language.,Machine translation,nmt-keras,Tensorflow,0.6,0.008130081300813,25.0,0.000248805732484,Open Source,MIT,5.903,0.0056434034416826,8-16 GB,12.0,0.2,GPU,0.67,1.0,Yes,Ivapeab,0.0,https://github.com/lvapeab/nmt-keras.git,https://arxiv.org/abs/1807.03096,1,0.5203990036984439,0.8971782982791587,0.0049775710734814,1.0,0.335,0.5,0.0
Text,translate the input text into another target language.,Machine translation,sockeye,mxnet,1.1,0.0149051490514905,204.0,0.00203025477707,Open Source,Apache-2.0 license,10.018,0.0095774378585086,8-16 GB,12.0,0.2,GPU,0.67,1.0,No,Awslabs,0.0,https://github.com/awslabs/sockeye.git,https://arxiv.org/abs/1712.05690,0,0.5207644225895682,0.8952112810707458,0.0097551913417223,1.0,0.335,0.5,0.0
Text,translate the input text into another target language.,Machine translation,marian,?,1.0,0.013550135501355,408.0,0.0040605095541401,,MIT,40.84,0.0390439770554493,8-16 GB,12.0,0.2,GPU,0.67,1.0,No,Marian-nmt,0.0,https://github.com/marian-nmt/marian.git,https://arxiv.org/abs/1804.00344,0,0.4413442604661765,0.8804780114722754,0.009754285122469,0.5,0.335,0.5,0.0
Text,translate the input text into another target language.,Machine translation,Fairseq,PyTorch,17.2,0.2330623306233062,1555.0,0.0154757165605095,Open Source,MIT license,22.242,0.0212638623326959,16-32 GB,24.0,0.4666666666666667,GPU,0.67,1.0,Yes,Facebook,1.0,https://github.com/facebookresearch/fairseq.git,https://arxiv.org/abs/1904.01038,1,0.6062659576497331,0.7560347355003187,0.1460276849981875,1.0,0.335,0.5,1.0
Text,translate the input text into another target language.,Machine translation,Tensorpack,Tensorflow,6.2,0.084010840108401,13737.0,0.1367137738853503,Open Source,Apache-2.0 license,9.066,0.0086673040152963,8-16 GB,12.0,0.2,GPU,0.67,1.0,Yes,Google,1.0,"tensorpack/tensorpack: A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility (github.com)",Unknown,1,0.6399683071215417,0.8956663479923519,0.1050920136191807,1.0,0.335,0.5,1.0
Text,translate the input text into another target language.,Machine translation,PyTorch-GAN,PyTorch,12.3,0.1666666666666666,2583.0,0.0257066082802547,Open Source,MIT,69.709,0.0666434034416826,8-16 GB,12.0,0.2,GPU,0.67,1.0,No,Erik Linder-Noren,0.0,eriklindernoren/PyTorch-GAN: PyTorch implementations of Generative Adversarial Networks. (github.com),[1711.09020] StarGAN: Unified Generative Adversarial Networks for Multi-Domain Image-to-Image Translation (arxiv.org),0,0.5323100181461681,0.8666782982791588,0.1102826433121018,1.0,0.335,0.5,0.0
Text,translate the input text into another target language.,Machine translation,CycleGAN,Tensorflow,11.2,0.1517615176151761,13101.0,0.1303841560509554,Proprietary,BSD,12.846,0.0122810707456978,8-16 GB,12.0,0.2,GPU,0.67,1.0,Yes,Jun-Yan Zhu,0.0,"junyanz/CycleGAN: Software that can generate photos from paintings, turn horses into zebras, perform style transfer, and more. (github.com)",https://arxiv.org/abs/1703.10593,1,0.4720499539860429,0.8938594646271512,0.1432105729894878,0.5,0.335,0.5,0.0
Text,translate the input text into another target language.,Machine translation,transformers,PyTorch,66.7,0.9037940379403796,2600.0,0.0258757961783439,Open Source,Apache-2.0 license,96.081,0.0918556405353728,16-32 GB,24.0,0.4666666666666667,GPU,0.67,1.0,Yes,HuggingFace,1.0,https://github.com/huggingface/transformers.git,https://arxiv.org/abs/1907.06616,1,0.6769970021668072,0.7207388463989803,0.5526267412355653,1.0,0.335,0.5,1.0
Text,translate the input text into another target language.,Machine translation,MUSE,PyTorch,3.0,0.040650406504065,1295.0,0.0128881369426751,Open Source,Creative Commons Public License,0.215,0.0002055449330783,8-16 GB,12.0,0.2,GPU,0.67,1.0,Yes,Facebook,1.0,https://github.com/facebookresearch/MUSE.git,https://arxiv.org/abs/1710.04087,1,0.6261282679959401,0.8998972275334609,0.029545498679509,1.0,0.335,0.5,1.0
Text,translate the input text into another target language.,Machine translation,facebook/mbart-large-50-many-to-many-mmt,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/facebook/mbart-large-50-many-to-many-mmt,Unknown,0,,,,0.5,,0.5,
Text,translate the input text into another target language.,Machine translation,Helsinki-NLP/opus-mt-de-en,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/Helsinki-NLP/opus-mt-de-en,Unknown,0,,,,0.5,,0.5,
Text,translate the input text into another target language.,Machine translation,google-t5/t5-base,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/google-t5/t5-base,Unknown,0,,,,0.5,,0.5,
Text,,Text Classification,distilbert-base-uncased-finetuned-sst-2-english,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/google/tapas-base-finetuned-wtq,Unknown,0,,,,0.5,,0.5,
Text,,Text Classification,cardiffnlp/twitter-roberta-base-sentiment,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/google/tapas-large-finetuned-wtq,Unknown,0,,,,0.5,,0.5,
Text,,Text Classification,FacebookAI/roberta-large-mnli,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/microsoft/tapex-large-finetuned-wtq,Unknown,0,,,,0.5,,0.5,
Text,,Document Question Answering,impira/layoutlm-document-qa,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/impira/layoutlm-document-qa,Unknown,0,,,,0.5,,0.5,
Text,,Document Question Answering,naver-clova-ix/donut-base-finetuned-docvqa,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/naver-clova-ix/donut-base-finetuned-docvqa,Unknown,0,,,,0.5,,0.5,
Text,,Document Question Answering,jinhybr/OCR-DocVQA-Donut,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/jinhybr/OCR-DocVQA-Donut,Unknown,0,,,,0.5,,0.5,
Text,convert the written text into spoken audio.,Text-to-Speech,coqui/XTTS-v2,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/coqui/XTTS-v2,Unknown,0,,,,0.5,,0.5,
Text,convert the written text into spoken audio.,Text-to-Speech,hexgrad/Kokoro-82M,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/hexgrad/Kokoro-82M,Unknown,0,,,,0.5,,0.5,
Text,convert the written text into spoken audio.,Text-to-Speech,suno/bark,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/suno/bark,Unknown,0,,,,0.5,,0.5,
Text,convert the written text into spoken audio.,Text-to-Speech,coqui/XTTS-v2,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/coqui/XTTS-v2,Unknown,0,,,,0.5,,0.5,
Text,convert the written text into spoken audio.,Text-to-Speech,demucs,,,,0.0,,,Unknown,,,,,,,,,,,,https://github.com/facebookresearch/demucs,Unknown,0,,,,0.5,,0.5,
Text,convert the written text into spoken audio.,Text-to-Speech,2Noise/ChatTTS,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/2Noise/ChatTTS,Unknown,0,,,,0.5,,0.5,
Text,convert the written text into spoken audio.,Text to speech,Wavenet,Tensorflow,5.2,0.070460704607046,802.0,0.0079816878980891,Open source,MIT license,335,0.3202676864244742,8-16 GB,12.0,0.2,GPU,0.67,1.0,No,n.a,0.0,https://github.com/ibab/tensorflow-wavenet.git,https://arxiv.org/abs/1609.03499,0,0.4063036666210215,0.7398661567877629,0.0454690979234632,0.5,0.335,0.5,0.0
Text,convert the written text into spoken audio.,Text to speech,fairseq,PyTorch,29.4,0.3983739837398374,2928.0,0.029140127388535,Open source,MIT license,204,0.1950286806883365,16-32 GB,24.0,0.4666666666666667,GPU,0.67,1.0,Yes,Facebook,0.0,https://github.com/facebookresearch/fairseq,https://arxiv.org/abs/1904.01038,1,0.4261317861366128,0.6691523263224983,0.2506804411993164,0.5,0.335,0.5,0.0
Text,convert the written text into spoken audio.,Text to speech,waveglow,PyTorch,2.0,0.02710027100271,681.0,0.0067774681528662,Open source,BSD-3-Clause license,436,0.4168260038240918,8-16 GB,12.0,0.2,GPU,0.67,1.0,Yes,n.a,0.0,N.a,https://ieeexplore.ieee.org/abstract/document/8683143/?casa_token=dQrm6Kz_A4MAAAAA:L9ZATCxS86HQ6vam7WDiJwHr9mPPXNZsHTDtZvmygGPc0ZxCKYIqUcbKB5G6ACM3z3ViclUfPxE,1,0.3865203293989407,0.6915869980879541,0.0189711498627724,0.5,0.335,0.5,0.0
Text,convert the written text into spoken audio.,Text to speech,Tacotron,Tensorflow,35.2,0.4769647696476965,1255.0,0.0124900477707006,Open source,MIT,369.627,0.3533718929254302,8-16 GB,12.0,0.2,GPU,0.67,1.0,No,Corentin Jemine,0.0,CorentinJ/Real-Time-Voice-Cloning: Clone a voice in 5 seconds to generate arbitrary speech in real-time (github.com),https://arxiv.org/abs/1703.10135,0,0.4504791922405651,0.723314053537285,0.2911748808968981,0.5,0.335,0.5,0.0
Text,convert the written text into spoken audio.,Text to speech,TTS,PyTorch,5.1,0.0691056910569105,254.0,0.0025278662420382,Open source,MPL-2.0,132.045,0.1262380497131931,8-16 GB,12.0,0.2,GPU,0.67,1.0,No,Coqui-ai,1.0,"coqui-ai/TTS: 🐸💬 - a deep learning toolkit for Text-to-Speech, battle-tested in research and production (github.com)",https://arxiv.org/abs/1710.08969,0,0.5348092047692133,0.8368809751434034,0.0424745611309615,0.5,0.335,0.5,1.0
Text,convert the written text into spoken audio.,Text to speech,PaddleSpeech,Paddle,4.3,0.0582655826558265,487.0,0.0048467356687898,Open source,Apache License,56.781,0.0542839388145315,8-16 GB,12.0,0.2,GPU,0.67,1.0,Yes,Paddle,1.0,https://github.com/PaddlePaddle/PaddleSpeech.git,https://proceedings.neurips.cc/paper/2018/hash/6832a7b24bc06775d02b7406880b93fc-Abstract.html,1,0.5444870179500226,0.8728580305927343,0.0368980438610118,0.5,0.335,0.5,1.0
Text,convert the written text into spoken audio.,Text to speech,TensorflowTTS,Tensorflow,1.0,0.013550135501355,1035.0,0.0103005573248407,Open source,MIT license,458,0.4378585086042065,8-16 GB,12.0,0.2,GPU,0.67,1.0,No,as-ideas,0.0,https://github.com/as-ideas/TransformerTTS.git,Unknown,0,0.3820212845555188,0.6810707456978968,0.0122503042307492,0.5,0.335,0.5,0.0
Text,convert the written text into video.,Text-to-Video,Lightricks/LTX-Video,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/Lightricks/LTX-Video,Unknown,0,,,,0.5,,0.5,
Text,convert the written text into video.,Text-to-Video,tencent/HunyuanVideo,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/tencent/HunyuanVideo,Unknown,0,,,,0.5,,0.5,
Text,convert the written text into video.,Text-to-Video,THUDM/CogVideoX-5b,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/THUDM/CogVideoX-5b,Unknown,0,,,,0.5,,0.5,
Audio,convert the spoken words into text.,Speech to text,DeepSpeech,Tensorflow,19.6,0.2655826558265583,1907.0,0.0189789012738853,Open source,MPL-2.0 license,50.672,0.0484435946462715,8-16 GB,12.0,0.2,GPU,0.67,1.0,Yes,n.a,0.0,https://github.com/mozilla/DeepSpeech.git,https://arxiv.org/abs/1412.5567,1,0.4713716916041571,0.8757782026768643,0.1669411540054891,0.5,0.335,0.5,0.0
Audio,convert the spoken words into text.,Speech to text,"Listen, Attend and Spell",PyTorch,0.2,0.002710027100271,415.0,0.0041301751592356,Open source,MIT license,670,0.6405353728489483,8-16 GB,12.0,0.2,GPU,0.67,1.0,No,n.a,0.0,https://github.com/kaituoxu/Listen-Attend-Spell.git,https://arxiv.org/abs/1508.01211,0,0.3498253113374291,0.5797323135755259,0.0032780863238568,0.5,0.335,0.5,0.0
Audio,convert the spoken words into text.,Speech to text,Neural Collaborative Filtering,Tensorflow,13.3,0.1802168021680217,3579.0,0.0356190286624203,Open source,MIT license,207.025,0.1979206500956023,4-8 GB,6.0,0.0666666666666666,GPU,0.67,1.0,Yes,n.a,0.0,https://github.com/microsoft/recommenders.git,https://dl.acm.org/doi/abs/10.1145/3038912.3052569,1,0.4600374410388159,0.8677063416188655,0.1223776927657811,0.5,0.335,0.5,0.0
Audio,convert the spoken words into text.,Speech to text,DeepSpeech 2,Paddle,4.1,0.0555555555555555,2708.0,0.0269506369426751,Open source,Apache-2.0 license,54.554,0.0521548757170172,8-16 GB,12.0,0.2,GPU,0.67,1.0,Yes,n.a,0.0,https://github.com/PaddlePaddle/PaddleSpeech.git,http://proceedings.mlr.press/v48/amodei16.html?ref=https://codemonkey.link,1,0.4462494862645281,0.8739225621414914,0.0441135881104033,0.5,0.335,0.5,0.0
Audio,convert the spoken words into text.,Speech to text,Fairseq S2T,PyTorch,17.2,0.2330623306233062,74.0,0.0007364649681528,Open source,MIT license,22.259,0.0212801147227533,16-32 GB,24.0,0.4666666666666667,GPU,0.67,1.0,No,Facebook,1.0,facebookresearch/fairseq: Facebook AI Research Sequence-to-Sequence Toolkit written in Python. (github.com),https://arxiv.org/abs/2010.05171,0,0.530084379663836,0.7560266093052901,0.1401319843612448,0.5,0.335,0.5,1.0
Audio,,Speech to text,Qwen/Qwen2-Audio-7B-Instruct,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/Qwen/Qwen2-Audio-7B-Instruct,Unknown,0,,,,0.5,,0.5,
Audio,,Speech to text,fixie-ai/ultravox-v0_5-llama-3_2-1b,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/fixie-ai/ultravox-v0_5-llama-3_2-1b,Unknown,0,,,,0.5,,0.5,
Audio,,Speech to text,openai/whisper-large-v3-turbo,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/openai/whisper-large-v3-turbo,Unknown,0,,,,0.5,,0.5,
Audio,,Automatic speech Recognition,facebook/wav2vec2-base-960h,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/facebook/wav2vec2-base-960h,Unknown,0,,,,0.5,,0.5,
Audio,,Automatic speech Recognition,deepspeech,,,,0.0,,,Unknown,,,,,,,,,,,,https://github.com/mozilla/DeepSpeech,Unknown,0,,,,0.5,,0.5,
Audio,,Automatic speech Recognition,openai/whisper-large-v3,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/openai/whisper-large-v3,Unknown,0,,,,0.5,,0.5,
Audio,,Audio-to-Audio,stabilityai/stable-audio-open-1.0,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/stabilityai/stable-audio-open-1.0,Unknown,0,,,,0.5,,0.5,
Audio,,Audio-to-Audio,demucs,,,,0.0,,,Unknown,,,,,,,,,,,,https://github.com/NVIDIA/NeMo,Unknown,0,,,,0.5,,0.5,
Audio,,Audio-to-Audio,ConvTasNet,,,,0.0,,,Unknown,,,,,,,,,,,,https://pytorch.org/audio/main/generated/torchaudio.models.ConvTasNet.html,Unknown,0,,,,0.5,,0.5,
Audio,,Audio Classification,facebook/wav2vec2-large-robust,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/facebook/wav2vec2-large-robust,Unknown,0,,,,0.5,,0.5,
Audio,,Audio Classification,YAMnet,,,,0.0,,,Unknown,,,,,,,,,,,,https://www.kaggle.com/models/google/yamnet/tensorFlow2/yamnet/1?tfhub-redirect=true,Unknown,0,,,,0.5,,0.5,
Audio,,Audio Classification,MIT/ast-finetuned-audioset-10-10-0.4593,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/MIT/ast-finetuned-audioset-10-10-0.4593,Unknown,0,,,,0.5,,0.5,
Audio,,Voice Activity Detection,opensmile,,,,0.0,,,Unknown,,,,,,,,,,,,https://github.com/audeering/opensmile,Unknown,0,,,,0.5,,0.5,
Audio,,Voice Activity Detection,pyannote/segmentation-3.0,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/pyannote/segmentation-3.0,Unknown,0,,,,0.5,,0.5,
Audio,,Voice Activity Detection,silvero vad,,,,0.0,,,Unknown,,,,,,,,,,,,https://github.com/snakers4/silero-vad,Unknown,0,,,,0.5,,0.5,
Video/Images,,Image to Text,Qwen/Qwen2.5-VL-7B-Instruct,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/Qwen/Qwen2.5-VL-7B-Instruct,Unknown,0,,,,0.5,,0.5,
Video/Images,,Image to Text,meta-llama/Llama-3.2-11B-Vision-Instruct,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/meta-llama/Llama-3.2-11B-Vision-Instruct,Unknown,0,,,,0.5,,0.5,
Video/Images,,Image to Text,google/gemma-3-27b-it,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/google/gemma-3-27b-it,Unknown,0,,,,0.5,,0.5,
Video/Images,,Video to Text,Video-R1/Video-R1-7B,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/Video-R1/Video-R1-7B,Unknown,0,,,,0.5,,0.5,
Video/Images,,Video to Text,llava-hf/LLaVA-NeXT-Video-7B-hf,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/llava-hf/LLaVA-NeXT-Video-7B-hf,Unknown,0,,,,0.5,,0.5,
Video/Images,,Video to Text,lmms-lab/LLaVA-Video-7B-Qwen2,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/lmms-lab/LLaVA-Video-7B-Qwen2,Unknown,0,,,,0.5,,0.5,
Video/Images,detect and localize objects of interest within the input.,Object detection,SSD,MXNet,4.7,0.0636856368563685,22053.0,0.2194765127388535,Open source,MIT license,108.865,0.1040774378585085,8-16 GB,12.0,0.2,GPU,0.67,1.0,Yes,n.a,0.0,https://github.com/amdegroot/ssd.pytorch.git,https://link.springer.com/chapter/10.1007/978-3-319-46448-0_2,1,0.4548387817630963,0.8479612810707458,0.1260019872093625,0.5,0.335,0.5,0.0
Video/Images,detect and localize objects of interest within the input.,Object detection,Darknet,Tensorflow,19.2,0.2601626016260163,24875.0,0.247561703821656,Open source,YOLO license,14.4,0.0137667304015296,4-8 GB,6.0,0.0666666666666666,GPU,0.67,1.0,Yes,Alexey,1.0,https://github.com/AlexeyAB/darknet.git,https://www.cv-foundation.org/openaccess/content_cvpr_2016/html/Redmon_You_Only_Look_CVPR_2016_paper.html,1,0.614209438940625,0.959783301465902,0.2551222425042722,0.5,0.335,0.5,1.0
Video/Images,detect and localize objects of interest within the input.,Object detection,Faster-rcnn,PyTorch,20.0,0.2710027100271003,43763.0,0.4355394108280255,Open source,Apache-2.0 license,38.675,0.0369741873804971,8-16 GB,12.0,0.2,GPU,0.67,1.0,Yes,n.a,0.0,https://github.com/open-mmlab/mmdetection.git,https://proceedings.neurips.cc/paper/2015/hash/14bfa6bb14875e45bba028a21ed38046-Abstract.html,1,0.5070673499624195,0.8815129063097515,0.3368173903474704,0.5,0.335,0.5,0.0
Video/Images,detect and localize objects of interest within the input.,Object detection,Mask-RCNN,Tensorflow,21.8,0.2953929539295393,19289.0,0.191968550955414,Open source,MIT license,122.597,0.1172055449330783,8-16 GB,12.0,0.2,GPU,0.67,1.0,Yes,MatterPort,1.0,https://github.com/matterport/Mask_RCNN,https://arxiv.org/abs/1703.06870,1,0.5784738068080161,0.8413972275334609,0.2540231927398891,0.5,0.335,0.5,1.0
Video/Images,detect and localize objects of interest within the input.,Object detection,Detectron 2,PyTorch,21.2,0.2872628726287263,13858.0,0.1379179936305732,Open source,Apache-2.0 license,6.102,0.0058336520076481,8-16 GB,12.0,0.2,GPU,0.67,1.0,Yes,Facebook,1.0,"facebookresearch/detectron2: Detectron2 is a platform for object detection, segmentation and other visual recognition tasks. (github.com)",https://arxiv.org/abs/1708.02002,1,0.5898799364047458,0.897083173996176,0.227524921029465,0.5,0.335,0.5,1.0
Video/Images,detect and localize objects of interest within the input.,Object detection,pytorch-image-models,PyTorch,19.5,0.2642276422764227,87.0,0.0008658439490445,N.a,Apache-2.0 license,20.495,0.0195936902485659,4-8 GB,6.0,0.0666666666666666,GPU,0.67,1.0,Yes,rwightman,0.0,https://github.com/rwightman/pytorch-image-models.git,https://arxiv.org/abs/2106.10270,1,0.4940875310518093,0.9568698215423836,0.1588829229454714,0.5,0.335,0.5,0.0
Video/Images,detect and localize objects of interest within the input.,Object detection,PaddleOCR,Paddle,23.2,0.3143631436314363,1014.0,0.0100915605095541,Open source,Apache-2.0 license,328.174,0.3137418738049713,8-16 GB,12.0,0.2,GPU,0.67,1.0,Yes,Paddle,1.0,https://github.com/PaddlePaddle/PaddleOCR.git,http://openaccess.thecvf.com/content_CVPRW_2020/html/w40/Cubuk_Randaugment_Practical_Automated_Data_Augmentation_With_a_Reduced_Search_Space_CVPRW_2020_paper.html,1,0.536719621005791,0.7431290630975144,0.1926545103826834,0.5,0.335,0.5,1.0
Video/Images,,Zero-shot Object Detection,IDEA-Research/grounding-dino-base,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/IDEA-Research/grounding-dino-base,Unknown,0,,,,0.5,,0.5,
Video/Images,,Zero-shot Object Detection,google/owlvit-base-patch32,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/google/owlvit-base-patch32,Unknown,0,,,,0.5,,0.5,
Video/Images,,Zero-shot Object Detection,google/owlv2-large-patch14-ensemble,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/google/owlv2-large-patch14-ensemble,Unknown,0,,,,0.5,,0.5,
Video/Images,estimate the pose or body positioning of people or objects within the input.,Pose estimation,Mask R-CNN,Tensorflow,73.8,1.0,19075.0,0.1898387738853503,Open source,Apache-2.0 license,594.282,0.5681472275334608,8-16 GB,12.0,0.2,GPU,0.67,1.0,Yes,n.a,0.0,https://github.com/tensorflow/models.git,http://openaccess.thecvf.com/content_iccv_2017/html/He_Mask_R-CNN_ICCV_2017_paper.html,1,0.4952150177808089,0.6159263862332696,0.6759355095541402,0.5,0.335,0.5,0.0
Video/Images,estimate the pose or body positioning of people or objects within the input.,Pose estimation,alpha_pose_resnet101,MXNet,5.8,0.078590785907859,2050.0,0.0204020700636942,Open source,N.a,70,0.0669216061185468,8-16 GB,12.0,0.2,GPU,0.67,1.0,Yes,Hao-Shu FANG,0.0,https://github.com/dmlc/gluon-cv/?tab=readme-ov-file,Unknown,1,0.4462748189962566,0.8665391969407266,0.055315299570193,0.5,0.335,0.5,0.0
Video/Images,estimate the pose or body positioning of people or objects within the input.,Pose estimation,Openpose,PyTorch,24.4,0.3306233062330623,7455.0,0.0741938694267515,Proprietary,OpenPose license,86.46,0.0826577437858508,8-16 GB,12.0,0.2,GPU,0.67,1.0,Yes,n.a,0.0,"CMU-Perceptual-Computing-Lab/openpose: OpenPose: Real-time multi-person keypoint detection library for body, face, hands, and foot estimation (github.com)",https://arxiv.org/abs/1812.08008,1,0.47846164473423,0.8586711281070747,0.2280515315105379,0.5,0.335,0.5,0.0
Video/Images,estimate the pose or body positioning of people or objects within the input.,Pose estimation,Detectron 2,PyTorch,21.2,0.2872628726287263,13858.0,0.1379179936305732,Open Source,Apache-2.0 license,6.102,0.0058336520076481,8-16 GB,12.0,0.2,GPU,0.67,1.0,Yes,Facebook,1.0,"facebookresearch/detectron2: Detectron2 is a platform for object detection, segmentation and other visual recognition tasks. (github.com)",https://arxiv.org/abs/1708.02002,1,0.6648799364047459,0.897083173996176,0.227524921029465,1.0,0.335,0.5,1.0
Video/Images,estimate the pose or body positioning of people or objects within the input.,Pose estimation,mmpose,PyTorch,2.0,0.02710027100271,4072.0,0.0405254777070063,Open source,Apache-2.0 license,25.396,0.0242791586998087,8-16 GB,12.0,0.2,GPU,0.67,1.0,Yes,Open-mmlab,1.0,open-mmlab/mmpose: OpenMMLab Pose Estimation Toolbox and Benchmark. (github.com),https://arxiv.org/abs/1603.06937,1,0.5481021969319144,0.8878604206500957,0.0324703536844285,0.5,0.335,0.5,1.0
Video/Images,estimate the pose or body positioning of people or objects within the input.,Pose estimation,DeepLabCut,Tensorflow,3.1,0.0420054200542005,59.0,0.0005871815286624,N.a,LGPL-3.0 license,161.367,0.1542705544933078,4-8 GB,6.0,0.0666666666666666,GPU,0.67,1.0,No,DeepLabCut,1.0,https://github.com/DeepLabCut/DeepLabCut.git,Unknown,0,0.5471970417548009,0.8895313894200128,0.0254381246439852,0.5,0.335,0.5,1.0
